职位分类,关键词,工作名称,公司名称,地区,学历,薪资,经验要求,公司性质,公司规模,工作类型
测试工程师,测试工程师,航空发动机测试工程师,软通动力信息技术(集团)股份有限公司,西安,本科,8000-12000,1-3年,民营,,全职
测试工程师,测试工程师,测试工程师（西安）,,西安,大专,7000-9000,无经验,民营,10000人以上,全职
测试工程师,测试工程师,电源测试工程师,软通动力信息技术(集团)股份有限公司,西安,大专,10000-15000,1-3年,民营,,全职
测试工程师,测试工程师,fpga测试工程师,北京万维盈创科技发展有限公司,北京,本科,10000-15000,3-5年,其它,20-99人,全职
测试工程师,测试工程师,信贷测试工程师,,西安,本科,11000-13000,无经验,国企,,全职
测试工程师,测试工程师,nvh性能测试工程师,软通动力信息技术(集团)股份有限公司,西安,本科,11000-18000,1-3年,民营,10000人以上,全职
测试工程师,测试工程师,软件测试工程师,,西安,本科,10000-15000,3-5年,其它,,全职
测试工程师,测试工程师,测试工程师,软通动力信息技术(集团)股份有限公司,西安,本科,7000-11000,无经验,民营,20-99人,全职
测试工程师,测试工程师,动力系统台架测试工程师,国信科工(北京)科技产业发展有限公司,北京,本科,10000-17000,3-5年,民营,,全职
测试工程师,测试工程师,基带测试工程师,,西安,本科,8000-10000,无经验,,20-99人,全职
测试工程师,测试工程师,软件测试工程师,国信科工(北京)科技产业发展有限公司,北京,本科,6000-8000,1-3年,民营,,全职
测试工程师,测试工程师,电源开发测试工程师,陕西盛为网络科技有限公司,西安,本科,8000-16000,1-3年,民营,10000人以上,全职
测试工程师,测试工程师,软件测试工程师,,西安,本科,6000-12000,无经验,民营,,全职
测试工程师,测试工程师,软件测试工程师,陕西盛为网络科技有限公司,西安,不限,10000-14000,无经验,国企,20-99人,全职
测试工程师,测试工程师,电源测试工程师,软通动力信息技术(集团)股份有限公司,西安,不限,9000-12000,3-5年,民营,,全职
测试工程师,测试工程师,硬件测试工程师,,西安,本科,10000-20000,1-3年,民营,100-299人,全职
测试工程师,测试工程师,H80153岗 测试工程师,软通动力信息技术(集团)股份有限公司,西安,本科,4000-6000,1年以下,民营,,全职
测试工程师,测试工程师,软件测试工程师,域信通(西安)信息技术有限公司,西安,大专,5000-6000,3-5年,民营,10000人以上,全职
测试工程师,测试工程师,高级软件测试工程师(J10153),,西安,大专,15000-25000,5-10年,民营,,全职
测试工程师,测试工程师,射频测试工程师,域信通(西安)信息技术有限公司,西安,本科,10000-20000,1-3年,民营,20-99人,全职
测试工程师,测试工程师,音频测试工程师【荣耀+双休+全额五险一金】,陕西丹凤龙桥资产管理有限公司,西安,本科,,1-3年,上市公司,,全职
测试工程师,测试工程师,天线测试工程师,,西安,本科,4000-5000,3-5年,民营,300-499人,全职
测试工程师,测试工程师,安全测试工程师,陕西丹凤龙桥资产管理有限公司,西安,本科,8000-11000,3-5年,民营,,全职
测试工程师,测试工程师,硬件测试工程师,软通动力信息技术(集团)股份有限公司,西安,本科,,3-5年,上市公司,10000人以上,全职
测试工程师,测试工程师,测试工程师,,西安,本科,10000-15000,3-5年,上市公司,,全职
测试工程师,测试工程师,嵌入式软件测试工程师（西安）,北京轩宇信息技术有限公司,北京,本科,8000-13000,1-3年,国企,300-499人,全职
测试工程师,测试工程师,安全渗透测试工程师,,西安,本科,7000-13000,1-3年,民营,,全职
测试工程师,测试工程师,电源测试工程师,北京轩宇信息技术有限公司,北京,不限,9000-15000,1-3年,民营,20人以下,全职
测试工程师,测试工程师,硬件测试工程师(J13211),宁夏海纳仁东科技有限公司,西安,不限,10000-15000,5-10年,上市公司,,全职
测试工程师,测试工程师,测试工程师,,西安,本科,8000-12000,3-5年,民营,10000人以上,全职
测试工程师,测试工程师,产品测试工程师—西安,宁夏海纳仁东科技有限公司,西安,本科,10000-12000,1-3年,民营,,全职
测试工程师,测试工程师,测试工程师,软通动力信息技术(集团)股份有限公司,西安,本科,10000-20000,无经验,民营,1000-9999人,全职
测试工程师,测试工程师,熔纤测试工程师,,西安,本科,14000-28000,3-5年,民营,,全职
测试工程师,测试工程师,硬件测试工程师（可接受应届毕业生）,软通动力信息技术(集团)股份有限公司,西安,本科,5000-7000,1年以下,民营,20-99人,全职
测试工程师,测试工程师,软件测试工程师,深圳市广和通无线股份有限公司,深圳,本科,10000-20000,3-5年,上市公司,,全职
测试工程师,测试工程师,招聘助理岗安全测试工程师,,西安,本科,4000-8000,无经验,,20-99人,全职
测试工程师,测试工程师,硬件测试工程师,深圳市广和通无线股份有限公司,深圳,本科,8000-16000,3-5年,民营,,全职
测试工程师,测试工程师,手机充电测试工程师,陕西奥达万仕科技有限公司,西安,本科,8000-13000,1-3年,民营,300-499人,全职
测试工程师,测试工程师,测试工程师 (MJ011952),,西安,本科,10000-15000,1-3年,上市公司,,全职
测试工程师,测试工程师,高级测试工程师,陕西奥达万仕科技有限公司,西安,大专,9000-14000,5-10年,民营,100-299人,全职
测试工程师,测试工程师,终端测试工程师,杭州凡略科技有限公司,杭州,大专,,3-5年,上市公司,,全职
测试工程师,测试工程师,RJ-软件测试工程师（应届生可转正）,,西安,本科,6000-8000,无经验,民营,100-299人,全职
测试工程师,测试工程师,软件测试工程师,杭州凡略科技有限公司,杭州,本科,15000-30000,无经验,民营,,全职
测试工程师,测试工程师,嵌入式硬件测试工程师,烟台奇创智能软件技术有限公司,西安,本科,,3-5年,上市公司,1000-9999人,全职
测试工程师,测试工程师,渗透测试工程师,,西安,本科,7000-14000,1-3年,民营,,全职
测试工程师,测试工程师,软件测试工程师,陕西慧云联达企业管理咨询有限公司,西安,本科,15000-30000,无经验,民营,10000人以上,全职
测试工程师,测试工程师,python自动化测试工程师,某大型知名企业,西安,本科,9000-16000,1-3年,民营,,全职
测试工程师,测试工程师,硬件测试工程师,陕西慧云联达企业管理咨询有限公司,西安,本科,5000-9000,1-3年,民营,10000人以上,全职
测试工程师,测试工程师,fpga测试工程师,软通动力信息技术(集团)股份有限公司,西安,本科,13000-21000,3-5年,民营,,全职
测试工程师,测试工程师,软件测试工程师,,西安,本科,9000-15000,1-3年,民营,20人以下,全职
测试工程师,测试工程师,初级测试工程师,软通动力信息技术(集团)股份有限公司,西安,本科,5000-7000,无经验,上市公司,,全职
测试工程师,测试工程师,测试工程师/经理,西安泽力特科技有限公司,西安,本科,5000-8000,1-3年,民营,20人以下,全职
测试工程师,测试工程师,硬件测试工程师（白盒）/系统测试工程师（黑盒）/解决方案测试工程师,,西安,本科,9000-15000,1-3年,民营,,全职
测试工程师,测试工程师,python自动化测试工程师,西安泽力特科技有限公司,西安,本科,,3-5年,上市公司,1000-9999人,全职
测试工程师,测试工程师,安全测试工程师,宁夏海纳仁东科技有限公司,西安,本科,11000-18000,3-5年,上市公司,,全职
测试工程师,测试工程师,高级软件测试工程师,,西安,本科,9000-14000,3-5年,民营,1000-9999人,全职
测试工程师,测试工程师,软件测试工程师,宁夏海纳仁东科技有限公司,西安,本科,5000-7000,无经验,其它,,全职
测试工程师,测试工程师,硬件测试工程师,河北神玥软件科技股份有限公司,西安,本科,12000-16000,1-3年,上市公司,20-99人,全职
测试工程师,测试工程师,软件测试工程师,,西安,本科,5000-7000,3-5年,外商独资,,全职
测试工程师,测试工程师,嵌入式软件测试工程师,河北神玥软件科技股份有限公司,西安,本科,8000-12000,3-5年,民营,10000人以上,全职
测试工程师,测试工程师,通信测试工程师,天阳科技,西安,本科,12000-15000,无经验,事业单位,,全职
测试工程师,测试工程师,硬件白盒测试工程师,,西安,本科,10000-20000,1-3年,民营,10000人以上,全职
测试工程师,测试工程师,测试工程师,天阳科技,西安,本科,8000-13000,3-5年,民营,,全职
测试工程师,测试工程师,硬件测试工程师,陕西康桥实业发展有限公司,西安,本科,5000-8000,3-5年,民营,500-999人,全职
测试工程师,测试工程师,电机测试工程师（新能源）,,西安,本科,,3-5年,上市公司,,全职
测试工程师,测试工程师,软件测试工程师,西安铭朗电子科技有限责任公司,西安,本科,13000-20000,3-5年,民营,20-99人,全职
测试工程师,测试工程师,射频测试工程师,,西安,本科,5000-10000,3-5年,民营,,全职
测试工程师,测试工程师,测试工程师,西安铭朗电子科技有限责任公司,西安,大专,6000-9000,1-3年,民营,20-99人,全职
测试工程师,测试工程师,质量管理/测试工程师,西安伊隆纬特通信科技有限公司,西安,大专,5000-10000,3-5年,民营,,全职
测试工程师,测试工程师,通信测试工程师,,西安,本科,6000-8000,1年以下,国企,500-999人,全职
测试工程师,测试工程师,渗透测试工程师(红队实战方向),西安伊隆纬特通信科技有限公司,西安,本科,10000-20000,1-3年,民营,,全职
